Ticker|C|Name|Symbol|EPS|PE|Yield|% Chg|Change|Price|Ask|Bid|Trd Sz|Ask Sz|Bid Sz|Close|52 Week Range|52 High|High|Low|52 Low|Open|Call/Put|Imp Vol|Mark|Exch|Mkt Val|Market Cap|Shr Os|Volume|AVG Volume 6 Month|Blk Vol|Opn Int|Day % P/L|Day P/L|% P/L|P/L|Book Cost|Avg Cost|Entry Date|Quantity|Trade|Trend|Opn Int Chg|Curr|Q|Div|Div Pay Dt|Ex-Div|Exp Dt|Num Trd|Prc Tck|Quote Trend|Range|Rel Range|Strike
AHP|CA|ALLIED HTL PPTY|AHP.V|0.05|4.65|0.00|0.0|0.0|0.22|0.25|0.20|0.00|32.00|27.00|0.22|0.14|0.23|0.00|0.00|0.09|0.00|-||0.23|   ||23.39|"106|327|265.00"|0.00|"2|045.52"|0.00||-|-|-|-|-|-|-|-|-|||CAD|D|0.00|04/01/2020|04/02/2020|-|0.00| ||0.00||
CHC|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
CPP|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
ELM|CA|ELEMENT LIFESTYL|ELM.V|-0.03|0.00|0.00|0.0|0.0|0.09|0.12|0.10|0.00|23.00|30.00|0.09|0.09|0.10|0.00|0.00|0.01|0.00|-||0.11|   ||6.34|"70|478|299.00"|0.00|"13|170.96"|0.00||-|-|-|-|-|-|-|-|-|||CAD|D|0.00|08/29/2013|08/29/2013|-|0.00| ||0.00||
ERE|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
FCA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
FCD|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
FFP|CA|CONS FST CAP|FFP.V|0.00|0.00|0.00|0.0|0.0|0.36|0.55|0.38|0.00|4.00|6.00|0.36|0.00|0.36|0.00|0.00|0.36|0.00|-||0.47|   ||||0.00|0.00|0.00||-|-|-|-|-|-|-|-|-|||CAD|D|0.00|-|-|-|0.00| ||0.00||
GAZ|US|BRCL IPTH NTL GS|GAZ|0.00|0.00|0.00|-1.5802|-0.2516|15.67|0.00|0.00|0.00|0.00|0.00|15.92|12.71|25.96|16.30|15.67|13.26|16.23|-|0.00|0.00|   ||||"7|219.00"|"5|165.25"|0.00||-|-|-|-|-|-|-|-|-|||USD|R|0.00|-|-|-|41.00|þ||0.63||
GUF|CA|GULF & PACIFIC|GUF.V|-0.01|0.00|0.00|0.0|0.0|0.19|0.18|0.18|0.00|10.00|4.00|0.19|0.10|0.27|0.00|0.00|0.17|0.00|-||0.18|   ||4.05|"21|290|685.00"|0.00|"4|854.62"|0.00||-|-|-|-|-|-|-|-|-|||CAD|D|0.00|-|-|-|0.00| ||0.00||
HMT|CA|HALMONT PROP CP|HMT.V|0.04|19.84|0.00|0.0|0.0|0.75|0.75|0.70|0.00|1.00|10.00|0.75|0.18|0.75|0.00|0.00|0.57|0.00|-||0.72|   ||62.95|"83|940|000.00"|0.00|"5|124.42"|0.00||-|-|-|-|-|-|-|-|-|||CAD|D|0.00|-|-|-|0.00| ||0.00||
IEI|CA|IMPERIAL EQUIT|IEI.V|0.15|24.06|1.64|9.02|0.33|3.99|4.00|3.70|100.00|24.00|6.00|3.66|1.85|4.85|3.99|3.51|3.00|3.51|-||3.85|   ||34.59|"9|451|242.00"|"51|000.00"|"4|460.25"|0.00||-|-|-|-|-|-|-|-|-|||CAD|D|0.06|01/31/2021|01/14/2021|-|17.00|Þ||0.48||
KGF|CA|KING GEORGE|KGF.V|0.06|4.64|0.00|0.0|0.0|0.29|0.50|0.29|0.00|1.00|7.00|0.29|0.05|0.29|0.00|0.00|0.24|0.00|-||0.40|   ||11.47|"39|556|460.00"|0.00|269.23|0.00||-|-|-|-|-|-|-|-|-|||CAD|D|0.00|-|-|-|0.00| ||0.00||
LHR|CA|LAKEVIEW HTL INV|LHR.V|-0.53|0.00|0.00|0.0|0.0|0.04|0.05|0.04|0.00|3.00|133.00|0.04|0.05|0.07|0.00|0.00|0.02|0.00|-||0.04|   ||0.88|"19|557|806.00"|0.00|"14|005.62"|0.00||-|-|-|-|-|-|-|-|-|||CAD|D|0.00|02/27/2009|01/28/2009|-|0.00| ||0.00||
MCG|CA|MOUNTAIN CHINA|MCG.V|-0.02|0.00|0.00|0.0|0.0|0.01|0.02|0.01|0.00|219.00|924.00|0.01|0.02|0.03|0.00|0.00|0.01|0.00|-||0.02|   ||4.63|"926|577|309.00"|0.00|"51|282.94"|0.00||-|-|-|-|-|-|-|-|-|||CAD|D|0.00|05/28/2008|05/28/2008|-|0.00| ||0.00||
MWI|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
NNP|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
NXR|US|NUV SL TX FREE 3|NXR|0.00|0.00|3.09|0.3555|0.06|16.94|0.00|15.00|0.00|0.00|3.00|16.88|5.21|18.20|17.36|16.74|12.99|17.29|-|0.00|7.50|NYQ||220.21|"13|045|560.00"|"11|447.00"|"19|450.57"|0.00||-|-|-|-|-|-|-|-|-|||USD|R|0.52|02/01/2021|01/14/2021|-|88.00|Þ||0.62||
PKT|CA|PARKIT ENTERPRIS|PKT.V|-0.03|0.00|0.00|-1.3|-0.01|0.76|0.80|0.76|"5|000.00"|68.00|20.00|0.77|0.72|0.79|0.81|0.76|0.07|0.78|-||0.78|   ||26.84|"34|854|257.00"|"59|350.00"|"83|246.94"|0.00||-|-|-|-|-|-|-|-|-|||CAD|D|0.00|-|11/13/2018|-|21.00|þ||0.05||
PRV|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
RPP|CA|REGENT PAC PROP|RPP.V|-0.02|0.00|0.00|0.0|0.0|0.06|0.07|0.05|0.00|56.00|100.00|0.06|0.03|0.07|0.00|0.00|0.04|0.00|-||0.06|   ||2.20|"40|039|000.00"|0.00|746.54|0.00||-|-|-|-|-|-|-|-|-|||CAD|D|0.00|-|-|-|0.00| ||0.00||
RRR|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
RUF|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
STUS|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
SUVA|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
SVI|CA|STORAGEVAULT CAN|SVI.V|-0.10|0.00|0.29|1.33|0.05|3.81|3.89|3.79|100.00|28.00|10.00|3.76|2.39|4.29|3.89|3.76|1.90|3.76|-||3.84|   ||"1|377.12"|"366|254|826.00"|"132|193.00"|"126|202.96"|"55|200.00"||-|-|-|-|-|-|-|-|-|||CAD|D|0.01|01/15/2021|12/30/2020|-|167.00|Þ||0.13||
TII|CA|TERRA FIRMA CPTL|TII.V|0.53|10.97|3.45|-0.0|-0.0|5.80|5.85|5.80|100.00|17.00|12.00|5.80|2.20|6.10|5.80|5.79|3.90|5.79|-||5.82|   ||32.53|"5|564|968.00"|200.00|"4|455.85"|0.00||-|-|-|-|-|-|-|-|-|||CAD|D|0.20|01/15/2021|12/30/2020|-|2.00|Þ||0.01||
TSP|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
UFC|CA|URBANFUND CORP|UFC.V|0.10|7.45|4.23|0.0|0.0|0.71|0.75|0.71|0.00|12.00|15.00|0.71|0.34|0.80|0.00|0.00|0.46|0.00|-||0.73|   ||35.04|"49|352|905.00"|0.00|"5|768.78"|0.00||-|-|-|-|-|-|-|-|-|||CAD|D|0.03|01/15/2021|12/30/2020|-|0.00| ||0.00||
